"contact";"month";"day_of_week";"duration";"y"
"telephone";"may";"fri";294;"no"
"telephone";"may";"fri";1245;"no"
"telephone";"may";"fri";498;"no"
"telephone";"may";"fri";134;"no"
"telephone";"may";"fri";230;"no"
"telephone";"may";"fri";192;"no"
"telephone";"may";"fri";65;"no"
"telephone";"may";"fri";237;"no"
"telephone";"may";"fri";239;"no"
"telephone";"may";"fri";196;"no"
"telephone";"may";"fri";243;"no"
"telephone";"may";"fri";393;"no"
"telephone";"may";"fri";512;"no"
"telephone";"may";"fri";218;"no"
"telephone";"may";"fri";215;"no"
"telephone";"may";"fri";186;"no"
"telephone";"may";"fri";299;"no"
"telephone";"may";"fri";107;"no"
"telephone";"may";"fri";103;"no"
"telephone";"may";"fri";297;"no"
"telephone";"may";"fri";1064;"yes"
"telephone";"may";"fri";90;"no"
"telephone";"may";"fri";59;"no"
"telephone";"may";"fri";102;"no"
"telephone";"may";"fri";1110;"no"
"telephone";"may";"fri";1187;"no"
"telephone";"may";"mon";93;"no"
"telephone";"may";"mon";119;"no"
"telephone";"may";"mon";65;"no"
"telephone";"may";"mon";79;"no"
"telephone";"may";"mon";145;"no"
"telephone";"may";"mon";39;"no"
"telephone";"may";"mon";105;"no"
"telephone";"may";"mon";311;"no"
"telephone";"may";"mon";179;"no"
"telephone";"may";"mon";62;"no"
"telephone";"may";"mon";115;"no"
"telephone";"may";"mon";134;"no"
"telephone";"may";"mon";594;"no"
"telephone";"may";"mon";55;"no"
"telephone";"may";"mon";92;"no"
"telephone";"may";"mon";19;"no"
"telephone";"may";"mon";501;"no"
"telephone";"may";"mon";114;"no"
"telephone";"may";"mon";221;"no"
"telephone";"may";"mon";219;"no"
"telephone";"may";"mon";221;"no"
"telephone";"may";"mon";374;"no"
"telephone";"may";"mon";123;"no"
"telephone";"may";"mon";166;"no"
"telephone";"may";"mon";128;"no"
"telephone";"may";"mon";37;"no"
"telephone";"may";"mon";35;"no"
"telephone";"may";"mon";668;"no"
"telephone";"may";"mon";88;"no"
"telephone";"may";"mon";77;"no"
"telephone";"may";"mon";358;"no"
"telephone";"may";"mon";312;"no"
"telephone";"may";"mon";134;"no"
"telephone";"may";"mon";61;"no"
"telephone";"may";"mon";258;"no"
"telephone";"may";"mon";131;"no"
"telephone";"may";"mon";71;"no"
"telephone";"may";"mon";153;"no"
"telephone";"may";"mon";131;"no"
"telephone";"may";"mon";219;"no"
"telephone";"may";"mon";468;"no"
"telephone";"may";"mon";326;"no"
"telephone";"may";"mon";412;"no"
"telephone";"may";"mon";579;"no"
"telephone";"may";"mon";277;"no"
"telephone";"may";"mon";316;"no"
"telephone";"may";"mon";882;"yes"
"telephone";"may";"mon";380;"no"
"telephone";"may";"mon";169;"no"
"telephone";"may";"mon";124;"no"
"telephone";"may";"mon";122;"no"
"telephone";"may";"mon";83;"no"
"telephone";"may";"mon";318;"no"
"telephone";"may";"mon";29;"no"
"telephone";"may";"mon";218;"no"
"telephone";"may";"mon";144;"no"
"telephone";"may";"mon";130;"no"
"telephone";"may";"mon";429;"no"
"telephone";"may";"mon";27;"no"
"telephone";"may";"mon";343;"no"
"telephone";"may";"mon";385;"no"
"telephone";"may";"mon";167;"no"
"telephone";"may";"mon";89;"no"
"telephone";"may";"mon";95;"no"
"telephone";"may";"mon";289;"no"
"telephone";"may";"mon";156;"no"
"telephone";"may";"mon";112;"no"
"telephone";"may";"mon";351;"no"
"telephone";"may";"mon";198;"no"
"telephone";"may";"mon";165;"no"
"telephone";"may";"mon";25;"no"
"telephone";"may";"mon";134;"no"
"telephone";"may";"mon";268;"no"
"telephone";"may";"mon";298;"no"
"telephone";"may";"mon";188;"no"
"telephone";"may";"mon";241;"no"
"telephone";"may";"mon";201;"no"
"telephone";"may";"mon";27;"no"
"telephone";"may";"mon";206;"no"
"telephone";"may";"mon";68;"no"
"telephone";"may";"mon";82;"no"
"telephone";"may";"mon";94;"no"
"telephone";"may";"mon";97;"no"
"telephone";"may";"mon";138;"no"
"telephone";"may";"mon";285;"no"
"telephone";"may";"mon";135;"no"
"telephone";"may";"mon";483;"yes"
"telephone";"may";"mon";267;"no"
"telephone";"may";"mon";382;"no"
"telephone";"may";"mon";55;"no"
"telephone";"may";"mon";259;"no"
"telephone";"may";"mon";18;"no"
"telephone";"may";"mon";234;"no"
"telephone";"may";"mon";792;"no"
"telephone";"may";"mon";95;"no"
"telephone";"may";"mon";943;"yes"
"telephone";"may";"mon";798;"no"
"telephone";"may";"mon";168;"no"
"telephone";"may";"mon";84;"no"
"telephone";"may";"mon";100;"no"
"telephone";"may";"mon";85;"no"
"telephone";"may";"mon";143;"no"
"telephone";"may";"mon";115;"no"
"telephone";"may";"mon";23;"no"
"telephone";"may";"mon";73;"no"
"telephone";"may";"mon";31;"no"
"telephone";"may";"mon";182;"no"
"telephone";"may";"mon";190;"no"
"telephone";"may";"mon";351;"no"
"telephone";"may";"mon";179;"no"
"telephone";"may";"mon";237;"no"
"telephone";"may";"mon";107;"no"
"telephone";"may";"mon";529;"no"
"telephone";"may";"mon";36;"no"
"telephone";"may";"mon";122;"no"
"telephone";"may";"mon";198;"no"
"telephone";"may";"mon";67;"no"
"telephone";"may";"mon";238;"no"
"telephone";"may";"mon";81;"no"
"telephone";"may";"mon";496;"no"
"telephone";"may";"mon";114;"no"
"telephone";"may";"mon";156;"no"
"telephone";"may";"mon";211;"no"
"telephone";"may";"mon";265;"no"
"telephone";"may";"mon";48;"no"
"telephone";"may";"mon";104;"no"
"telephone";"may";"mon";610;"no"
"telephone";"may";"mon";287;"no"
"telephone";"may";"mon";68;"no"
"telephone";"may";"mon";167;"no"
"telephone";"may";"mon";336;"no"
"telephone";"may";"mon";202;"no"
"telephone";"may";"mon";228;"no"
"telephone";"may";"mon";192;"no"
"telephone";"may";"mon";23;"no"
"telephone";"may";"mon";260;"no"
"telephone";"may";"mon";387;"no"
"telephone";"may";"mon";70;"no"
"telephone";"may";"mon";272;"no"
"telephone";"may";"mon";158;"no"
"telephone";"may";"mon";35;"no"
"telephone";"may";"mon";607;"yes"
"telephone";"may";"mon";257;"no"
"telephone";"may";"mon";36;"no"
"telephone";"may";"mon";214;"no"
"telephone";"may";"mon";105;"no"
"telephone";"may";"mon";260;"no"
"telephone";"may";"mon";197;"no"
"telephone";"may";"mon";174;"no"
"telephone";"may";"mon";144;"no"
"telephone";"may";"mon";222;"no"
"telephone";"may";"mon";136;"no"
"telephone";"may";"mon";546;"no"
"telephone";"may";"mon";49;"no"
"telephone";"may";"mon";335;"no"
"telephone";"may";"mon";105;"no"
"telephone";"may";"mon";1203;"no"
"telephone";"may";"mon";1022;"yes"
"telephone";"may";"mon";128;"no"
"telephone";"may";"mon";258;"no"
"telephone";"may";"mon";199;"no"
"telephone";"may";"mon";364;"no"
"telephone";"may";"mon";123;"no"
"telephone";"may";"mon";201;"no"
"telephone";"may";"mon";193;"no"
"telephone";"may";"mon";159;"no"
"telephone";"may";"mon";166;"no"
"telephone";"may";"mon";480;"no"
"telephone";"may";"mon";149;"no"
"telephone";"may";"mon";396;"no"
"telephone";"may";"mon";124;"no"
"telephone";"may";"mon";13;"no"
"telephone";"may";"mon";259;"no"
"telephone";"may";"mon";162;"no"
"telephone";"may";"mon";723;"no"
"telephone";"may";"mon";89;"no"
"telephone";"may";"mon";257;"no"
"telephone";"may";"mon";361;"no"
"telephone";"may";"mon";314;"no"
"telephone";"may";"mon";83;"no"
"telephone";"may";"mon";215;"no"
"telephone";"may";"mon";115;"no"
"telephone";"may";"mon";147;"no"
"telephone";"may";"mon";102;"no"
"telephone";"may";"mon";183;"no"
"telephone";"may";"mon";70;"no"
"telephone";"may";"mon";19;"no"
"telephone";"may";"mon";346;"no"
"telephone";"may";"mon";643;"no"
"telephone";"may";"mon";78;"no"
"telephone";"may";"mon";133;"no"
"telephone";"may";"mon";193;"no"
"telephone";"may";"mon";181;"no"
"telephone";"may";"mon";513;"no"
"telephone";"may";"mon";109;"no"
"telephone";"may";"mon";263;"no"
"telephone";"may";"mon";333;"no"
"telephone";"may";"mon";104;"no"
"telephone";"may";"mon";191;"no"
"telephone";"may";"mon";571;"no"
"telephone";"may";"mon";180;"no"
"telephone";"may";"mon";446;"no"
"telephone";"may";"mon";107;"no"
"telephone";"may";"mon";335;"no"
"telephone";"may";"mon";120;"no"
"telephone";"may";"mon";219;"no"
"telephone";"may";"mon";148;"no"
"telephone";"may";"mon";400;"no"
"telephone";"may";"mon";503;"no"
"telephone";"may";"mon";125;"no"
"telephone";"may";"mon";329;"no"
"telephone";"may";"mon";194;"no"
"telephone";"may";"mon";7;"no"
"telephone";"may";"mon";53;"no"
"telephone";"may";"mon";261;"no"
"telephone";"may";"mon";100;"no"
"telephone";"may";"mon";104;"no"
"telephone";"may";"mon";552;"yes"
"telephone";"may";"mon";345;"no"
"telephone";"may";"mon";263;"no"
"telephone";"may";"mon";88;"no"
"telephone";"may";"mon";44;"no"
"telephone";"may";"mon";207;"no"
"telephone";"may";"mon";401;"no"
"telephone";"may";"mon";178;"no"
"telephone";"may";"mon";53;"no"
"telephone";"may";"mon";349;"no"
"telephone";"may";"mon";34;"no"
"telephone";"may";"mon";48;"no"
"telephone";"may";"mon";182;"no"
"telephone";"may";"mon";147;"no"
"telephone";"may";"mon";457;"no"
"telephone";"may";"mon";193;"no"
"telephone";"may";"mon";142;"no"
"telephone";"may";"mon";123;"no"
"telephone";"may";"mon";65;"no"
"telephone";"may";"mon";420;"no"
"telephone";"may";"mon";100;"no"
"telephone";"may";"mon";403;"no"
"telephone";"may";"mon";229;"no"
"telephone";"may";"mon";445;"no"
"telephone";"may";"mon";206;"no"
"telephone";"may";"mon";182;"no"
"telephone";"may";"mon";183;"no"
"telephone";"may";"mon";140;"no"
"telephone";"may";"mon";134;"no"
"telephone";"may";"mon";88;"no"
"telephone";"may";"mon";234;"no"
"telephone";"may";"mon";215;"no"
"telephone";"may";"mon";194;"no"
"telephone";"may";"mon";394;"no"
"telephone";"may";"mon";5;"no"
"telephone";"may";"mon";408;"no"
"telephone";"may";"mon";114;"no"
"telephone";"may";"mon";210;"no"
"telephone";"may";"mon";243;"no"
"telephone";"may";"mon";180;"no"
"telephone";"may";"mon";8;"no"
"telephone";"may";"mon";313;"no"
"telephone";"may";"mon";1622;"yes"
"telephone";"may";"mon";324;"no"
"telephone";"may";"mon";205;"no"
"telephone";"may";"mon";194;"no"
"telephone";"may";"mon";165;"no"
"telephone";"may";"mon";86;"no"
"telephone";"may";"mon";160;"no"
"telephone";"may";"mon";492;"no"
"telephone";"may";"mon";187;"no"
"telephone";"may";"mon";197;"no"
"telephone";"may";"mon";95;"no"
"telephone";"may";"mon";159;"no"
"telephone";"may";"mon";967;"yes"
"telephone";"may";"mon";260;"no"
"telephone";"may";"mon";109;"no"
"telephone";"may";"mon";579;"yes"
"telephone";"may";"mon";124;"no"
"telephone";"may";"mon";158;"no"
"telephone";"may";"mon";162;"no"
"telephone";"may";"mon";211;"no"
"telephone";"may";"mon";173;"no"
"telephone";"may";"mon";73;"no"
"telephone";"may";"mon";220;"no"
"telephone";"may";"mon";110;"no"
"telephone";"may";"mon";99;"no"
"telephone";"may";"mon";112;"no"
"telephone";"may";"mon";168;"no"
"telephone";"may";"mon";283;"no"
"telephone";"may";"mon";235;"no"
"telephone";"may";"mon";138;"no"
"telephone";"may";"mon";374;"no"
"telephone";"may";"mon";353;"no"
"telephone";"may";"mon";147;"no"
"telephone";"may";"mon";332;"no"
"telephone";"may";"mon";179;"no"
"telephone";"may";"mon";396;"no"
"telephone";"may";"mon";492;"no"
"telephone";"may";"mon";360;"no"
"telephone";"may";"mon";175;"no"
"telephone";"may";"mon";97;"no"
"telephone";"may";"mon";84;"no"
"telephone";"may";"mon";57;"no"
"telephone";"may";"mon";105;"no"
"telephone";"may";"mon";886;"no"
"telephone";"may";"mon";182;"no"
"telephone";"may";"mon";467;"no"
"telephone";"may";"mon";21;"no"
"telephone";"may";"mon";470;"no"
"telephone";"may";"mon";85;"no"
"telephone";"may";"mon";120;"no"
"telephone";"may";"mon";298;"no"
"telephone";"may";"mon";249;"no"
"telephone";"may";"mon";87;"no"
"telephone";"may";"mon";622;"no"
"telephone";"may";"mon";195;"no"
"telephone";"may";"mon";179;"no"
"telephone";"may";"mon";58;"no"
"telephone";"may";"mon";1218;"yes"
"telephone";"may";"mon";500;"no"
"telephone";"may";"mon";66;"no"
"telephone";"may";"mon";328;"no"
"telephone";"may";"mon";3078;"no"
"telephone";"may";"tue";21;"no"
"telephone";"may";"tue";150;"no"
"telephone";"may";"tue";148;"no"
"telephone";"may";"tue";102;"no"
"telephone";"may";"tue";91;"no"
"telephone";"may";"tue";201;"no"
"telephone";"may";"tue";70;"no"
"telephone";"may";"tue";19;"no"
"telephone";"may";"tue";82;"no"
"telephone";"may";"tue";59;"no"
"telephone";"may";"tue";182;"no"
"telephone";"may";"tue";365;"no"
"telephone";"may";"tue";257;"no"
"telephone";"may";"tue";280;"no"
"telephone";"may";"tue";16;"no"
"telephone";"may";"tue";249;"no"
"telephone";"may";"tue";140;"no"
"telephone";"may";"tue";184;"no"
"telephone";"may";"tue";20;"no"
"telephone";"may";"tue";686;"no"
"telephone";"may";"tue";107;"no"
"telephone";"may";"tue";224;"no"
"telephone";"may";"tue";172;"no"
"telephone";"may";"tue";19;"no"
"telephone";"may";"tue";125;"no"
"telephone";"may";"tue";280;"no"
"telephone";"may";"tue";216;"no"
"telephone";"may";"tue";109;"no"
"telephone";"may";"tue";81;"no"
"telephone";"may";"tue";409;"no"
"telephone";"may";"tue";146;"no"
"telephone";"may";"tue";83;"no"
"telephone";"may";"tue";226;"no"
"telephone";"may";"tue";191;"no"
"telephone";"may";"tue";171;"no"
"telephone";"may";"tue";13;"no"
"telephone";"may";"tue";133;"no"
"telephone";"may";"tue";656;"no"
"telephone";"may";"tue";1205;"yes"
"telephone";"may";"tue";202;"no"
"telephone";"may";"tue";206;"no"
"telephone";"may";"tue";202;"no"
"telephone";"may";"tue";79;"no"
"telephone";"may";"tue";196;"no"
"telephone";"may";"tue";186;"no"
"telephone";"may";"tue";532;"no"
"telephone";"may";"tue";97;"no"
"telephone";"may";"tue";234;"no"
"telephone";"may";"tue";216;"no"
"telephone";"may";"tue";297;"no"
"telephone";"may";"tue";1882;"yes"
"telephone";"may";"tue";243;"no"
"telephone";"may";"tue";98;"no"
"telephone";"may";"tue";81;"no"
"telephone";"may";"tue";1334;"yes"
"telephone";"may";"tue";190;"no"
"telephone";"may";"tue";142;"no"
"telephone";"may";"tue";775;"no"
"telephone";"may";"tue";335;"no"
"telephone";"may";"tue";168;"no"
"telephone";"may";"tue";68;"no"
"telephone";"may";"tue";217;"no"
"telephone";"may";"tue";68;"no"
"telephone";"may";"tue";119;"no"
"telephone";"may";"tue";160;"no"
"telephone";"may";"tue";294;"no"
"telephone";"may";"tue";57;"no"
"telephone";"may";"tue";297;"no"
"telephone";"may";"tue";90;"no"
"telephone";"may";"tue";600;"no"
"telephone";"may";"tue";38;"no"
"telephone";"may";"tue";217;"no"
"telephone";"may";"tue";142;"no"
"telephone";"may";"tue";26;"no"
"telephone";"may";"tue";369;"no"
"telephone";"may";"tue";29;"no"
"telephone";"may";"tue";274;"no"
"telephone";"may";"tue";214;"no"
"telephone";"may";"tue";24;"no"
"telephone";"may";"tue";793;"no"
"telephone";"may";"tue";182;"yes"
"telephone";"may";"tue";71;"no"
"telephone";"may";"tue";203;"no"
"telephone";"may";"tue";166;"no"
"telephone";"may";"tue";167;"no"
"telephone";"may";"tue";37;"no"
"telephone";"may";"tue";154;"no"
"telephone";"may";"tue";394;"no"
"telephone";"may";"tue";127;"no"
"telephone";"may";"tue";264;"no"
"telephone";"may";"tue";231;"no"
"telephone";"may";"tue";320;"no"
"telephone";"may";"tue";618;"no"
"telephone";"may";"tue";101;"no"
"telephone";"may";"tue";110;"no"
"telephone";"may";"tue";121;"no"
"telephone";"may";"tue";85;"no"
"telephone";"may";"tue";265;"no"
"telephone";"may";"tue";171;"no"
"telephone";"may";"tue";345;"no"
"telephone";"may";"tue";224;"no"
"telephone";"may";"tue";171;"no"
"telephone";"may";"tue";67;"no"
"telephone";"may";"tue";186;"no"
"telephone";"may";"tue";269;"no"
"telephone";"may";"tue";115;"no"
"telephone";"may";"tue";273;"no"
"telephone";"may";"tue";65;"no"
"telephone";"may";"tue";434;"no"
"telephone";"may";"tue";148;"no"
"telephone";"may";"tue";507;"no"
"telephone";"may";"tue";253;"no"
"telephone";"may";"tue";27;"no"
"telephone";"may";"tue";100;"no"
"telephone";"may";"tue";116;"no"
"telephone";"may";"tue";124;"no"
"telephone";"may";"tue";66;"no"
"telephone";"may";"tue";233;"no"
"telephone";"may";"tue";380;"no"
"telephone";"may";"tue";90;"no"
"telephone";"may";"tue";258;"no"
"telephone";"may";"tue";92;"no"
"telephone";"may";"tue";423;"no"
"telephone";"may";"tue";215;"no"
"telephone";"may";"tue";209;"no"
"telephone";"may";"tue";181;"no"
"telephone";"may";"tue";201;"no"
"telephone";"may";"tue";360;"no"
"telephone";"may";"tue";155;"no"
"telephone";"may";"tue";81;"no"
"telephone";"may";"tue";40;"no"
"telephone";"may";"tue";447;"no"
"telephone";"may";"tue";137;"no"
"telephone";"may";"tue";184;"no"
"telephone";"may";"tue";121;"no"
"telephone";"may";"tue";138;"no"
"telephone";"may";"tue";207;"no"
"telephone";"may";"tue";309;"no"
"telephone";"may";"tue";134;"no"
"telephone";"may";"tue";1777;"yes"
"telephone";"may";"tue";284;"no"
"telephone";"may";"tue";70;"no"
"telephone";"may";"tue";774;"no"
"telephone";"may";"tue";62;"no"
"telephone";"may";"tue";247;"no"
"telephone";"may";"tue";318;"no"
"telephone";"may";"tue";277;"no"
"telephone";"may";"tue";126;"no"
"telephone";"may";"tue";411;"no"
"telephone";"may";"tue";85;"no"
"telephone";"may";"tue";378;"no"
"telephone";"may";"tue";83;"no"
"telephone";"may";"tue";71;"no"
"telephone";"may";"tue";102;"no"
"telephone";"may";"tue";869;"no"
"telephone";"may";"tue";208;"no"
"telephone";"may";"tue";199;"no"
"telephone";"may";"tue";47;"no"
"telephone";"may";"tue";253;"no"
"telephone";"may";"tue";244;"no"
"telephone";"may";"tue";311;"no"
"telephone";"may";"tue";177;"no"
"telephone";"may";"tue";217;"no"
"telephone";"may";"tue";189;"no"
"telephone";"may";"tue";152;"no"
"telephone";"may";"tue";151;"no"
"telephone";"may";"tue";24;"no"
"telephone";"may";"tue";212;"no"
"telephone";"may";"tue";184;"no"
"telephone";"may";"tue";473;"no"
"telephone";"may";"tue";485;"no"
"telephone";"may";"tue";140;"no"
"telephone";"may";"tue";172;"no"
"telephone";"may";"tue";77;"no"
"telephone";"may";"tue";396;"no"
"telephone";"may";"tue";274;"no"
"telephone";"may";"tue";88;"no"
"telephone";"may";"tue";129;"no"
"telephone";"may";"tue";346;"no"
"telephone";"may";"tue";474;"no"
"telephone";"may";"tue";268;"no"
"telephone";"may";"tue";222;"no"
"telephone";"may";"tue";139;"no"
"telephone";"may";"tue";1313;"no"
"telephone";"may";"tue";72;"no"
"telephone";"may";"tue";309;"no"
"telephone";"may";"tue";61;"no"
"telephone";"may";"tue";246;"no"
"telephone";"may";"tue";205;"no"
"telephone";"may";"tue";347;"no"
"telephone";"may";"tue";381;"no"
"telephone";"may";"tue";355;"no"
"telephone";"may";"tue";256;"no"
"telephone";"may";"tue";211;"no"
"telephone";"may";"tue";211;"no"
"telephone";"may";"tue";66;"no"
"telephone";"may";"tue";1452;"no"
"telephone";"may";"tue";487;"no"
"telephone";"may";"tue";610;"no"
"telephone";"may";"tue";120;"no"
"telephone";"may";"tue";464;"no"
"telephone";"may";"tue";547;"no"
"telephone";"may";"tue";152;"no"
"telephone";"may";"tue";522;"no"
"telephone";"may";"tue";227;"no"
"telephone";"may";"tue";129;"no"
"telephone";"may";"tue";1376;"no"
"telephone";"may";"tue";37;"no"
"telephone";"may";"tue";360;"no"
"telephone";"may";"tue";51;"no"
"telephone";"may";"tue";834;"no"
"telephone";"may";"tue";195;"no"
"telephone";"may";"tue";106;"no"
"telephone";"may";"tue";194;"no"
"telephone";"may";"tue";535;"no"
"telephone";"may";"tue";182;"no"
"telephone";"may";"tue";296;"no"
"telephone";"may";"tue";201;"no"
"telephone";"may";"tue";281;"no"
"telephone";"may";"tue";150;"no"
"telephone";"may";"tue";76;"no"
"telephone";"may";"tue";79;"no"
"telephone";"may";"tue";359;"no"
"telephone";"may";"tue";332;"no"
"telephone";"may";"tue";592;"no"
"telephone";"may";"tue";166;"no"
"telephone";"may";"tue";245;"no"
"telephone";"may";"tue";138;"no"
"telephone";"may";"tue";369;"no"
"telephone";"may";"tue";158;"no"
"telephone";"may";"tue";261;"no"
"telephone";"may";"tue";131;"no"
"telephone";"may";"tue";592;"no"
"telephone";"may";"tue";412;"no"
"telephone";"may";"tue";137;"no"
"telephone";"may";"tue";324;"no"
"telephone";"may";"tue";266;"no"
"telephone";"may";"tue";335;"no"
"telephone";"may";"tue";235;"no"
"telephone";"may";"tue";697;"no"
"telephone";"may";"tue";170;"no"
"telephone";"may";"tue";272;"no"
"telephone";"may";"tue";1042;"no"
"telephone";"may";"tue";271;"no"
"telephone";"may";"tue";378;"no"
"telephone";"may";"tue";107;"no"
"telephone";"may";"tue";78;"no"
"telephone";"may";"tue";383;"no"
"telephone";"may";"tue";185;"no"
"telephone";"may";"tue";254;"no"
"telephone";"may";"tue";107;"no"
"telephone";"may";"tue";157;"no"
"telephone";"may";"tue";85;"no"
"telephone";"may";"tue";249;"no"
"telephone";"may";"tue";163;"no"
"telephone";"may";"tue";112;"no"
"telephone";"may";"tue";188;"no"
"telephone";"may";"tue";148;"no"
"telephone";"may";"tue";145;"no"
"telephone";"may";"tue";415;"no"
"telephone";"may";"tue";742;"no"
"telephone";"may";"tue";129;"no"
"telephone";"may";"tue";37;"no"
"telephone";"may";"tue";120;"no"
"telephone";"may";"tue";185;"no"
"telephone";"may";"tue";1045;"yes"
"telephone";"may";"tue";204;"no"
"telephone";"may";"tue";205;"no"
"telephone";"may";"tue";74;"no"
"telephone";"may";"tue";190;"no"
"telephone";"may";"tue";325;"no"
"telephone";"may";"tue";650;"yes"
"telephone";"may";"tue";148;"no"
"telephone";"may";"tue";38;"no"
"telephone";"may";"tue";625;"no"
"telephone";"may";"tue";175;"no"
"telephone";"may";"tue";134;"no"
"telephone";"may";"tue";97;"no"
"telephone";"may";"tue";282;"no"
"telephone";"may";"tue";304;"no"
"telephone";"may";"tue";438;"no"
"telephone";"may";"tue";999;"no"
"telephone";"may";"tue";127;"no"
"telephone";"may";"tue";446;"no"
"telephone";"may";"tue";289;"no"
"telephone";"may";"tue";217;"no"
"telephone";"may";"tue";169;"no"
"telephone";"may";"tue";247;"no"
"telephone";"may";"tue";140;"no"
"telephone";"may";"tue";60;"no"
"telephone";"may";"tue";99;"no"
"telephone";"may";"tue";26;"no"
"telephone";"may";"tue";128;"no"
"telephone";"may";"tue";215;"no"
"telephone";"may";"tue";64;"no"
"telephone";"may";"tue";52;"no"
"telephone";"may";"tue";216;"no"
"telephone";"may";"tue";292;"no"
"telephone";"may";"tue";129;"no"
"telephone";"may";"tue";201;"no"
"telephone";"may";"tue";210;"no"
"telephone";"may";"tue";114;"no"
"telephone";"may";"tue";657;"no"
"telephone";"may";"tue";88;"no"
"telephone";"may";"tue";147;"no"
"telephone";"may";"tue";443;"no"
"telephone";"may";"tue";73;"no"
"telephone";"may";"tue";127;"no"
"telephone";"may";"tue";1063;"yes"
"telephone";"may";"tue";446;"no"
"telephone";"may";"tue";252;"no"
"telephone";"may";"tue";80;"no"
"telephone";"may";"tue";1446;"no"
"telephone";"may";"tue";144;"no"
"telephone";"may";"tue";412;"no"
"telephone";"may";"tue";222;"no"
"telephone";"may";"tue";29;"no"
"telephone";"may";"tue";165;"no"
"telephone";"may";"tue";154;"no"
"telephone";"may";"tue";202;"no"
"telephone";"may";"tue";723;"no"
"telephone";"may";"tue";550;"no"
"telephone";"may";"tue";130;"no"
"telephone";"may";"tue";192;"no"
"telephone";"may";"tue";146;"no"
"telephone";"may";"tue";239;"no"
"telephone";"may";"tue";304;"no"
"telephone";"may";"tue";114;"no"
"telephone";"may";"tue";139;"no"
"telephone";"may";"tue";445;"no"
"telephone";"may";"tue";139;"no"
"telephone";"may";"tue";16;"no"
"telephone";"may";"tue";169;"no"
"telephone";"may";"tue";125;"no"
"telephone";"may";"tue";266;"no"
"telephone";"may";"tue";446;"no"
"telephone";"may";"tue";267;"no"
"telephone";"may";"tue";6;"no"
"telephone";"may";"tue";15;"no"
"telephone";"may";"tue";172;"no"
"telephone";"may";"tue";94;"no"
"telephone";"may";"tue";268;"no"
"telephone";"may";"tue";130;"no"
"telephone";"may";"tue";70;"no"
"telephone";"may";"tue";91;"no"
"telephone";"may";"tue";324;"no"
"telephone";"may";"tue";465;"no"
"telephone";"may";"tue";274;"no"
"telephone";"may";"tue";300;"no"
"telephone";"may";"tue";191;"no"
"telephone";"may";"tue";56;"no"
"telephone";"may";"tue";189;"no"
"telephone";"may";"tue";236;"no"
"telephone";"may";"tue";137;"no"
"telephone";"may";"tue";614;"no"
"telephone";"may";"tue";363;"no"
"telephone";"may";"tue";418;"no"
"telephone";"may";"tue";221;"no"
"telephone";"may";"tue";96;"no"
"telephone";"may";"tue";119;"no"
"telephone";"may";"tue";103;"no"
"telephone";"may";"tue";10;"no"
"telephone";"may";"tue";216;"no"
"telephone";"may";"tue";484;"no"
"telephone";"may";"tue";485;"no"
"telephone";"may";"tue";404;"no"
"telephone";"may";"tue";175;"no"
"telephone";"may";"tue";138;"no"
"telephone";"may";"tue";243;"no"
"telephone";"may";"tue";919;"no"
"telephone";"may";"tue";203;"no"
"telephone";"may";"tue";247;"no"
"telephone";"may";"tue";89;"no"
"telephone";"may";"tue";185;"no"
"telephone";"may";"tue";777;"no"
"telephone";"may";"tue";340;"no"
"telephone";"may";"tue";110;"no"
"telephone";"may";"tue";256;"no"
"telephone";"may";"tue";165;"no"
"telephone";"may";"tue";54;"no"
"telephone";"may";"tue";26;"no"
"telephone";"may";"tue";350;"no"
"telephone";"may";"tue";226;"no"
"telephone";"may";"tue";167;"no"
"telephone";"may";"tue";47;"no"
"telephone";"may";"tue";214;"no"
"telephone";"may";"tue";446;"no"
"telephone";"may";"tue";153;"no"
"telephone";"may";"tue";181;"no"
"telephone";"may";"tue";747;"no"
"telephone";"may";"tue";214;"no"
"telephone";"may";"tue";270;"no"
"telephone";"may";"tue";37;"no"
"telephone";"may";"tue";129;"no"
"telephone";"may";"tue";72;"no"
"telephone";"may";"tue";1392;"yes"
"telephone";"may";"tue";441;"no"
"telephone";"may";"tue";725;"no"
"telephone";"may";"tue";213;"no"
"telephone";"may";"tue";177;"no"
"telephone";"may";"tue";273;"no"
"telephone";"may";"tue";98;"no"
"telephone";"may";"tue";480;"no"
"telephone";"may";"tue";152;"no"
"telephone";"may";"tue";204;"no"
"telephone";"may";"tue";117;"no"
"telephone";"may";"tue";246;"no"
"telephone";"may";"tue";352;"no"
"telephone";"may";"tue";190;"no"
"telephone";"may";"tue";719;"yes"
"telephone";"may";"tue";277;"no"
"telephone";"may";"tue";315;"no"
"telephone";"may";"wed";289;"no"
"telephone";"may";"wed";225;"no"
"telephone";"may";"wed";408;"no"
"telephone";"may";"wed";74;"no"
"telephone";"may";"wed";24;"no"
"telephone";"may";"wed";369;"no"
"telephone";"may";"wed";167;"no"
"telephone";"may";"wed";64;"no"
"telephone";"may";"wed";151;"no"
"telephone";"may";"wed";801;"yes"
"telephone";"may";"wed";336;"no"
"telephone";"may";"wed";59;"no"
"telephone";"may";"wed";93;"no"
"telephone";"may";"wed";181;"no"
"telephone";"may";"wed";86;"no"
